,sentiment,content
2625,0,blackberry s got fatty battery guess kinda boat huh laurensanchez
2626,1,hope everyone great weekend today important meeting today
2627,1,diamondblue hehehe tryna find another condom better get u box cuz ima take u thru em
2628,1,sairzbillington lol thanks think husband would classify quot annoying quot like awesome much better
2629,0,think ever played fun suck marketing promotion
2630,1,angelemotion yayyy new video amazing people
2631,0,wanted sleep friend denmark poked im
2632,1,someone take la need see lemon tree
2633,0,fucking hate goodbye
2634,0,google wave presentation http bit ly ehfov impressed nice really
2635,0,trying sleep watching cnn thinking today meeting work best buy life oh well whatever pay alcohol
2636,1,dreaming weekend awake
2637,0,im super sick w fever
2638,0,ac broke house waiting get estimate timeframe repair bright side gonna join colab week
2639,0,tehblue don t know interact getting better pain though want give poor liver break
2640,1,rhettmatic happy birthday
2641,0,missing used
2642,1,sitting gatwick going home week cant wait see family
2643,0,siiyu could lost dog poor girl
2644,0,jtay finally summer unforunately can t come see you it ll see y all again tell emm said hi
2645,1,archuleta amp cook arrive day
2646,1,emilyjonesmusic awww thank
2647,0,nicole http twitpic com rylt ur lucky there stage close theem think dangerous
2648,0,ahh yes obligation vampire kept away twitter but back amp try update much possible i lost donor
2649,0,disappointed learn newark oh cancelled july firework due economy
2650,1,life good much greater thursday pm
2651,1,charliecurve wait cool sliding door that s oxymoron
2652,1,markstanto thx webdu conf thurs
2653,1,aileenu yep converted blip great hear lot others suggestion pretty great stuff
2654,1,thanks everyone twittering me still newbie friend would like invite here please help girl
2655,1,oohnoo that s great weee visitor
2656,0,karamat could ever actually allowed stay
2657,1,gowalla added spot memphis today visited needed hot dog icon new restaurant settle hamburger
2658,0,simon idol might say life sentence good enough chester stile one rape year old child f why
2659,0,somebody get work tomorrow
2660,1,atbandre nice wedding ring shiny
2661,0,wish knew put through she stole heart never gave back and occasionally like like look have
2662,1,got call chimp buddy want join party load prepare now wow great cup tea first think erm
2663,1,seicra the bc well end everyone s happy most time
2664,1,http pic gd fadc one sunday night helsinki drink anything xd yeah right
2665,0,think gonna able go see jb d concert wrong time close
2666,1,fun traditional family dinner party mother s day
2667,0,tree lined avenue begin fade view drowning past regret tea cigarette but cant seem forget when came along
2668,1,nt able follow anyone friendorfollow com come itsucks
2669,0,ugly betty sooooooo sad
2670,1,going tonight finally wanty lie park but cinema bound look
2671,1,joolzgirl oh no u must get lol mum still isnt convinced
2672,1,omg finished history childrens book need make pretty print im done whoo
2673,0,batman sound bicycle suck cant ride
2674,0,brain hurt
2675,1,got new silverstein cd aha amazing highly recomend it
2676,1,watching best movie ever neverending story wish babbby me though
2677,1,watching snl ucsd girl laughing twitter blackberry joke thought tweet that
2678,0,imjustcreative com on dude always think thing get worst
2679,1,home ghost girlfriend past lovely luddite exactly high theatre good date movie
2680,0,miss daddy much
2681,0,missed math trade
2682,0,found one coworkers actually like leaving
2683,0,smiley u lot bad thing r gonna final next week
2684,0,http twitpic com kw besties demtrialovato there
2685,0,oh yeah like waking early around mid day get tired
2686,0,evening picking n pop go dinner ta lum tum tum som tum major avenue decided go home not clubing tonite
2687,1,tractorqueen
2688,0,pengen nonton friens mine comeback show di prost beer house kemang besok tapi ga bisaaaaaaaaaa
2689,0,dad quot no trip lahore you quot me quot i live dc amp nyc also big target quot bummer pizza hut chicken tikka pizza
2690,1,followed great super mazembe one favorite around http blip fm jkbp
2691,0,sorry hard finding imeem free stuff rb deesound like david starfire like a http blip fm afu
2692,1,head feel sooooooooooo much better
2693,1,twitter sooo pretty damn cool
2694,1,yay friend glen here like
2695,1,saw cute movie passed place called peasant kitchen wtf name kinda sad
2696,1,vice president social cultural affair southwestern college
2697,0,mumbly joe trying guilt coming alumnus weekend think make either year suck lot
2698,1,got told got good chance gettin job excited omgggg come back want too
2699,1,dopenhagen kl drink
2700,0,gutted invited bbq tomorrow night gonna miss bgt final wonder wheel tv outside
2701,1,quimo haha mon do really want send it
2702,1,loved ap tour columbus oh last night still exhausted goin bed sweet dream gnight
2703,0,really cant take this
2704,0,blah car repair almost dollar shopping around better deal
2705,1,sun shinning im out
2706,1,kellieann haha hi mum wow yes modern you need get facebook account p s talk writing mattcaplin
2707,1,janice know lol grin bear
2708,1,jon made one greatest dinner ever roast pork tenderloin bed wild rice bed mixed green amp yummy sauce wine
2709,1,watching groove movie mikecase hubby
2710,1,veeriwhoa oh silence verona wanting go jaja enjoyyitverymuch bring phothos danny dougie
2711,1,listening nin working break almost good show rock extra hard sarfabarfa
2712,1,ingridholliday good morning
2713,0,nicpic lot thing nico gud news job bad news middle nowhere got phone twitter cnt play video
2714,0,soooo hungry waiting bf get home car trouble waiting mechanic help him
2715,0,aquafreak too depresses thinking it
2716,1,lol mom present cost dollar
2717,0,going without brandinmusic skype haha
2718,1,sittin home watchin monster in law waitin pizza yum yum
2719,1,elise smith yummy eating one too bagel
2720,0,wishing could go boulderdiaries soco go climb instead stuck work weekend
2721,1,http twitpic com whaf tonight s art show success
2722,0,sibling left alone bored
2723,0,realrobbrydon hi rob coming back show wale soon missed first time
2724,0,esatt wanna see here
2725,0,happy mother day mother s entire world deserved day u right
2726,1,installed inav iblue v theme give fresh feel http twitpic com jfg
2727,1,barely awake eating breakfast marathon morning good luck racer happy mother s day
2728,0,realdawnsummers haha quot work quot can t read anything
2729,0,bad dream cant go sleep keiligirl
2730,1,watered tomato plant pepper plant lettuce feeling homely freddie fun packed day
2731,0,called blown yet again
2732,1,aulia quot alternate mean acquisition quot sound sorta noble
2733,1,yay got stuff rygegrej dk perfect taste like banana apple
2734,1,goodnight p thanks jailbreaking ipod stacie lt
2735,0,banjoist may ask bluegrass mean sorry advance looking bit silly asking
2736,0,missing justbrad birthday
2737,1,mundah really glad able watch game
2738,0,earthlink say modem dead want buy new one sign one year contract argh
2739,1,hansenbanana kayyy xd yeah everyone always talk part dog dy need find movie seen xd
2740,1,oh noesss senior last day however tickling till floor giggling made totally worth it plus senior sandwhich
2741,0,home sick friday studying im point weekend ruined
2742,0,angiemartinez too florida last weekend rain came back home ri rain terrible
2743,0,work
2744,0,bos like check leave please
2745,1,laurenmontonen didddd met
2746,0,want pineapple miss baby
2747,1,acchanosaurus good luck chan gue kmrn bawa backpack kosong quite helping
2748,0,hyped e wish could go
2749,0,head cold
2750,0,krooyakkers thought ur going somewhere that s invitw u
2751,1,marcftsk haha thanks clarifying that i thought u meant mr bello wish could there cousin live
2752,0,trellthms r u tonight bro i wanna go
2753,0,changed hairstyle but good supposed be n think wealthed much money hate hairdresser
2754,0,majayy miss too
2755,1,rodsmack k much appreciated yeah sure challenge great reward trade anything
2756,1,may th you happy star war day http ow ly aw
2757,0,matrix online shuts next month wow i feel kinda sad
2758,1,sun back again could kind weather last january february like jacket
2759,1,ubernostrum really ought pay attention phone tweet sure moives better
2760,1,http twitpic com wsm love family guy hour work go
2761,1,heyrbk ohh shardup hehe he hot lah gotta admeeet bleh
2762,0,today dan bought bio dome reality bite soundtrack needless say get mayjah point also tummy happy boo
2763,1,time snuggle bed electric blankie
2764,1,sweet libertine um glad enjoyed it
2765,1,park slope brooklyn working bust photoshoot exciting amp no fever tonsil size golfballs
2766,0,peanut thank you see long take finish damn thing
2767,1,dnt even like wearing skinny jean cuz yall bitch as nias
2768,1,http tinyurl com czgn wow wow hope get sort gut near future
2769,0,working still sick
2770,0,lululemon thanks sadly streamline top ii sold out streamline trunk ii available size get halfway
2771,1,lifebychocolate alredy chocolate impossible resist
2772,1,left work inventory way easy got put highschool musical cd amazing goodnight goodnight everyone
2773,1,katevoegele amazing concert got really good video picture
2774,0,dougreport read floyd article say private
2775,0,birdsandbones meeee too listening sad music missing you p http www daytrotter com
2776,1,drink hot chocolate yummy
2777,0,life know it exist anymore
2778,1,jennamadison hehehehehe it play time cutie lol lol
2779,1,petiteantoin oh that s cool thanks
2780,1,introversimondu sound good yeah turn tomorrow definitely partying
2781,0,soo tired still kinda angry missed concert
2782,0,doc said bone look quot fine enough quot also see rhumatologist old lady
2783,0,im heading home gotta work sunday
2784,0,big weekend final project due sunday night computer day night
2785,0,vian yeah real hard know get it smile
2786,0,first time going home early suck b single one call
2787,0,gi ri ja suck it
2788,1,eat hot link torta
2789,0,gimboland sorry change plan revision monday exam park one friend
2790,0,katiefreeze miss you lonely empty without you http yfrog com ozxoj
2791,0,heard single waiting month hear and im disappointed
2792,0,wanted greg pritchard go silly sobby hopelessly dull little girl hollie steel is
2793,0,lost favorite thing love always him story year key chain
2794,1,going shopping sunday dinner round two p
2795,0,crimsondreamer bueno hollykins need feel better asap p s miss you done uni soon you soproudofyou
2796,1,grahamguy coffee
2797,0,yelyahwilliams noooooooooooooooooooooooooo can t
2798,1,lovely breakfast mum yummy pancake
2799,0,annejsimmons mother bad day
2800,0,miss alot im gonna talk him hope
2801,1,played friendly gm today bulgaria def pt offensively still working timing israel sun gotta cut player
2802,1,congratulation manny quot pacman quot pacquiao made every filipino proud filipino
2803,0,itstayloryall im sad missed family reunion
2804,1,omg nicolekennedy found thnx
2805,0,might snob friend follower ratio
2806,1,elle woo hoo made one favorite see monday s rock
2807,1,ok happy star war day everyone say may th
2808,1,hobgoods yeah went satellite beach today flattt good skimming though
2809,1,ahh juz got new rapidshare account last till oct gb download limit daily
2810,0,ccnkaddict know fall right pm time like right middle day
2811,0,think may cry sold civic longer mine
2812,0,lilmoever mad wont there ughhh
2813,0,samgrierson awwww ah well least sober week possibly get gym u gonna make music live xx
2814,1,gonna beautiful day
2815,0,natalietran like term quot partner quot come relationship business like that s ugly word day
2816,0,flutter bye send pic supposed go shit got fucked up
2817,1,really good bank hoilday
2818,1,lala little girl love new song hippieho iï¿½ve answered u love freaky twitter guy d
2819,1,nungguin sista law lahiran di r asih kayaknya sih sore ini lahiran yeayy another baby girl family
2820,0,sharkattack wish quot i like quot option like fb thing like
2821,0,least day
2822,1,ashleytaylor x sweet girl food soooo good
2823,1,thesupergirl extremely excited day behind
2824,1,u tweeps forget call mom today
2825,1,fab sunny day
2826,0,kateesslemont tried failed
2827,1,snowded nice one
2828,1,live pv migrates vmware vsp exam magento config quiet weekend party central
2829,0,going group therapy session can t wait spill gut ha ha ha
2830,1,lrpw hey ty tip wifi networking one many talent get bothered lol
2831,0,official twilight saga ended sigh my life empty
2832,1,jordansgirl drag but part come handy hee hee
2833,1,sarahblevins know
2834,1,yatpundit oooh ok thought losing mizmind
2835,0,hr say ca taking tax check
2836,1,going watch two david yey
2837,0,bondean sad thing wanted work year dream job crushed saw crappy wa still bitter
2838,0,wish chicago
2839,1,barack obama legend watched dinner speach pretty funny
2840,0,another rainy day
2841,0,rehearsal gonna miss game please keep updated go nugget
2842,0,talked samgrover s cute grandma phone speaks hindi not best language but somehow manged
2843,0,sophieveronica ha ha abbreviate bulky
2844,0,savfortomorrow thought pretty good guess not bummer
2845,1,getting little mowing grass evening fun
2846,0,angelicaaa workies dad aw suck working saturday morning study exam
2847,1,mc craig g hope enjoying money it s looking real good right
2848,1,jessejane look great morning already
2849,0,got bad headache
2850,0,writing boring part paper hmm sun shining feel like working this however
2851,1,veritasunae ahh that s fun work last night party after went movie today see wolverine good weekend
2852,1,hey robluketic quot keep clear quot robluketic live gt http ustre am wv
2853,1,queenkak oh thank thank you hoping video online
2854,0,http twitpic com ov martinhiggins ahte stress supposed friday make wanna cry
2855,1,chilling feeling really nice
2856,1,miss om quot if paint fingernail green oh happens paint green quot marvelous
2857,1,happy star war day may th
2858,0,ripped favorite pair jean
2859,1,visitgalena miss world iccvb meeting visitpeoria mon wed fun beginning
2860,1,birthday happy birthday me
2861,0,bad red devil disappointing say least
2862,0,haldira awww bad entertain thought entering
2863,0,sore yesterday definitely feeling hill now leg hurt way booty good hurt
2864,1,good day ya ll happy mom s day
2865,0,first work computer home laptop fucked
2866,1,xo nessa hiyaaa hannah asked wanted come girl aloud wil see skank money somwhere ï¿½ need
2867,1,get drive dad airport fly vega wsop wanna go vega
2868,1,say goodbye karenbrady agneslikaite two best intern elevate ever
2869,1,hi blowmefool thanks follow good luck friend ha
2870,1,p brian announced message title quot what flow you quot friend replied quot cheescake quot ha
2871,1,yes today star war day may th you
2872,1,finished watching quot role model quot hilarious debating whether go hmmm
2873,1,certainly spring vail co raining snowing mother nature know mountain closed ski season
2874,1,igortizz hahahahaha u look really good ur picture
2875,1,scarlettx omg forgot that lucky thing hope fun x
2876,1,sanazypoo omg hahaha thought joking twittering that hahaha awesome good time
2877,0,rec game trying cry the pain much i need him can t lose lt my heart breakingg
2878,1,jordanknight please wish wife evelyn happy mother s day tell hope wonderful day spoil today
2879,1,chrisfullman would never thing thing awesomerer minute walk work
2880,0,feel actual heartbreak levanah gate last night x
2881,1,ahhrjay useless tweet lol jk yay coming tmr long u gnna phils
2882,1,peternomad thanks know
2883,1,ethanrock thanks head up ethan watching
2884,0,eddyizm like turtle
2885,0,ewww printed new i d badge thingie work n eww picture took many n ugly
2886,0,sad say bye bye beautiful mountain http twitpic com k
2887,1,griffreviews lol yea know almost done semester week yay
2888,1,sarrahrae hahah know loved hannah montana movie aweesome
2889,1,shopping grandparent dinner bf woop
2890,0,didnt leave voicemail inlove
2891,0,ok son bath gonna see find quick quote gonna miss ya ll weekend already gettin sad
2892,0,chescaaaaaa yeaaaahh
2893,0,im gonna fail test miserably history
2894,1,grrrr cant even enjoy b e a utiful day finish damned essay philosophy
2895,0,feeling bad taylorshockley profile pic
2896,1,kittypeace fun twitpic purple hair once
2897,1,r city tell brandon said hi
2898,1,happy star war day
2899,0,starving alyssa s mom would bring subway
2900,0,asked sing yet again aha coffee mornin time psychology past question amp revision suck
2901,1,new week new legend make
2902,1,tired want play random song gitwar drama essay
2903,0,everytime still hold horrible horrible memory though
2904,1,going gym early trying get back shape again husb got gift cert swim w dolphin bd need muscle
2905,0,lt ha internet weekend
2906,0,dan been child miss you msned day
2907,1,done disneyland kid s knocked out stopped hotel bar grabbed grey goose amp tonic way up peace
2908,0,mssbxny artery tomorrow hagen daz
2909,1,joyee thanks pp
2910,0,bus almost hour late crappy alarm clock leeuwarden
2911,0,sometimes wish warden
2912,1,phreshlyphaded oh wow thanks info
2913,1,happy sunday beautiful day london meet chergo breakfast xx
2914,1,enjoyed week work back next week
2915,1,watching movie rocking baby kitty asleep sling hanging neck cute
2916,0,danecook sooo sad miss san diego
2917,1,musicalchilly thank u lady
2918,0,sookiebontemps ooc thanks ugh what bad bad day had damn twitter
2919,0,even though everyone wanted newish song teacher agreed s old grumpy like u happy haha
2920,1,promisetangeman beautiful bride gonna love married life absolutely rock congrats both
2921,0,saddest celeb story week http bit ly hph
2922,0,mulla oh noooooo sorry suck hard
2923,1,praxilla kid count day till saturday hope something remember life
2924,0,sorta need somehow forget e la practically ethic exam self imposed revision time
2925,1,put tv canuck game score yaay come vancity baby i know can t believe watching hockey either
2926,0,roughnight
2927,0,livin ur iznt nice all miss mum
2928,0,youtube working
2929,0,it s romantic novel cried end i m going bed i m tired
2930,0,saytri lol exam go mcast school finished form that s soo disappointed
2931,0,zwriter missing qualifying think david reutimann leading
2932,1,morning twitts heading home great sleep w bf tennille
2933,0,reveriebr suck hope find new job soon
2934,1,devyra haha love hmm lol need good band
2935,1,ang payat ko na yes hoping go melbourne weight last year http plurk com p su
2936,0,blackout city never good
2937,1,officially kindergarten cop
2938,0,amandamallard chaseton s either please die heart really sad
2939,0,marisatangorra handwriting isnt them everyone making fun im sitting myseld lrc
2940,0,dont wanna miss laker game tonight sad
2941,0,one want sit lunch guess bury head laptop continue anti social
2942,1,vernaewilliams lancedrummonds two hilaaaaarious love it vernae
2943,1,subway im going get subway love it ate often new zealand
2944,1,finally dinner nishiki sushi
2945,1,everyboy give best
2946,1,woot interview went awsome get talk mr johnny thought oh well still really good
2947,0,rachellock ohh thursday exam day wednesday
2948,0,asacavalli wish wit you friend mine r well weekend working
2949,0,kevholditch good director said could go home said back work boo good lasted
2950,0,idk cant shit
2951,0,really twitter mood today know
2952,1,commonsense thanks appreciate know unsubscribe list grow tomorrow lol
2953,1,bgt aw bless her stomach sank first whimpered good trying carry on that s nice simon take charge
2954,1,omg seen sun moon place disproves theory person
2955,1,decorated mom room asleep mother day wake banner balloon woo
2956,0,tahninial nothing make up last time checked jar curry sauce pepper inside disappointed
2957,1,goodbye sex city let hurry give mi cuz paper work lailashah summer bk
2958,1,received excellent birthday present party usual success
2959,0,skykemea yea u max jenrolton poor trivun
2960,0,hello aint tweetin day cuz switch thing da new place exhausted sick
2961,0,field day gt class not winning
2962,0,hojomo im trouble finding really yummy egg free ice cream favoriteicecream got recommendation anyone
2963,1,xlex glad happy
2964,0,chloe drinking away sorrow dreambears got
2965,1,waitin dr dee lunch beautiful lady gym yeah need loose
2966,0,http tinyurl com nqudrt hurt finger work
2967,0,bigzflygerian sorry impressed slightest b c u eat pussy more like saddened confused
2968,0,flu pas unto andy went shopping got fresh chicken chicken soup but d amp d sat is sad panda
2969,1,good morning tweeter happy monday grab big cup coffee new week
2970,1,ah wokking great could eat much ice cream what never eat much ice cream life
2971,1,utterhip well catching little piece sharing
2972,0,jflutie u never sent carrie ur asshole asshole miss
2973,0,davidismyangel enough time if get vip know make least other
2974,0,julierubes game found late
2975,0,give uppp hour tryin tlk mitchelmusso love minutesss lol
2976,1,betscrr finally pic cya like hr haha
2977,1,happy mother day yummy mummy twitter
2978,0,thought cavs would crush magic come home north realize wrong wa
2979,1,thanks concern guy stitch later well whew
2980,0,retrorewind wok nite shift tonite miss please dm me promise wont tell anyone else
2981,0,back home moment iï¿½m speaking aunt telephone darius neighting backround miss little horse
2982,1,neildavidson happened three week ago why serial card fraudster loose
2983,0,n dubbs curse you igloo dweller
2984,0,redbaff popcorn fruitcake now but chocolate
2985,1,jinxie g yup that s watch movie
2986,1,nice argie yes
2987,0,mraeannon thank u know miss u ill take pic soon get need email txt something
2988,1,littlefletcher saw play here amazing
2989,1,coach say come along way faster alot people oh yeah who man ohh sore
2990,0,lost work nt happy right sloanster
2991,0,ludwikc broken can t c
2992,1,chamber hahaaaha
2993,1,http twitpic com we summer here
2994,0,spgridview looking prettier pretty sure code ugly
2995,1,mega sunshine morning
2996,0,joiskol room make sad
2997,1,nobody ever mandagh make sad
2998,1,instant messaging two favourite conversation guy
2999,1,aarg look like go home vega weekend much maker faire
3000,0,saw dead bird way work what kind day start poor little bird
3001,1,hmm dont know today cause im done school and feel great
3002,0,headache want go think worth it maybe know
3003,1,going littleskillet lunch today earthandy who s in still need hit atm
3004,0,today sad day tucson http tr im mq shall miss sour cream apple pie fondue separate seating group dog
3005,1,ahhhhh go away nkotb retrorewind yay fav song
3006,1,timhahnproject heh moved house pius pep rally cheering band
3007,1,know late tcu nightly scan start oh well graduated today
3008,0,say stephanie im pissed couldnt make instore hot topic rockaway mall see nicksantino haha wont
3009,1,blast babe thanks joe lt love everyone tyler happy birthday
3010,0,nothing good tv
3011,1,going bed happy mother s day every mom here
3012,1,sipping oj sun san pedro la soberana again sunny smiley nita garlic tomato paste delicious yummy
3013,0,frogworth hey great gig exchange track via ze emayal lost loop right still writing xx
3014,0,alexxx im gona miss today im sad noooooooo
3015,0,acmcwhale really good definitely s many people getting burned alive
3016,1,brunnaxo worried safe sound lt you
3017,1,saltyshutter cool bean yeah man prob
3018,1,happy theblackqueen even make laundry wonderful
3019,0,kill sick n friday night
3020,0,kujakupoet computer got screwed hell virus finished wiping drive reinstalling window xp want mac
3021,1,finished baking cinnamon roll soooo yummy
3022,1,sdelighted oh yay glad fun baby
3023,1,redrobinrockn next one you
3024,0,home chocolate peanut butter stupid kid bus ruined yearbook
3025,0,freesat s coverage sky dish really really bad moment block place really annoying
3026,1,strawberry margarita baked stuffed shrimp
3027,0,santojay assume able afford traveling anymore got contract
3028,0,round two vega vanilla chai flavor realized day left
3029,0,bored go a kon
3030,0,damn plan canceled another friday night home
3031,0,lanceschmidt yeah kinda bummed tell gonna miss too loved class guy made student teaching fun
3032,1,lopezwilfred yeah course
3033,1,first night sleeping new home
3034,0,ugh back killing me
3035,0,oasis ribena toughest decision everrr
3036,0,can t sleep epp someone awake scared crap outta me
3037,1,happy star war day everyone may th
3038,0,fuck can t feel like cry bit realy want bothering sooooooo much
3039,0,opheliapunk wish bummed kinda
3040,1,bunnyrenee thank
3041,0,miss tugger misto last night amazing lt close
3042,0,feel good
3043,1,lizzs lockeroom maybe start really like team living year city cup awesome
3044,1,date vaahedh well atleast last one
3045,0,agoodeye soooo disapoointed make next time glad productive
3046,1,pitcherpark want survivor
3047,1,opalbonfante wonderful let know think light reading
3048,0,girl friend also dropped
3049,1,good show sleepytime goodnight moon
3050,0,really sorry becausei looking forward it thought itd fun u wanted hear it iowe u beer
3051,1,eww gross amp lady keep looking weird ha ha another smiled amp asked company me army lol
3052,0,supported thing like n intrested in mom always refused it
3053,0,jeff can t get visa time come visit me sad news going lapa tonight samba night away
3054,0,xmylifesastoryx rob got lucky game beat
3055,1,ginjam adventure say least nicer part norf london stick south today
3056,1,esmeacullen awwwwwww totally rock i felt happiest girl eva
3057,1,time get ready work
3058,1,wolfie rankin yep buddy long time talk hows thing see cat still like sinking fang ankle lol
3059,0,feel slightly better damn sure miss him he s going hard get over messed donut comfort
3060,0,briarlaboheme oh dear terrible however moleskine notebook rule lot
3061,0,lindseynhess agree great day window see it
3062,1,carljohnston
3063,0,miss
3064,0,alma want somebody hold alma tear tear
3065,1,well making dinner making dinner wet hair
3066,0,hate young
3067,1,perfect outside work
3068,0,epmorgan know read bt can t sit outside coz gota answer phone
3069,1,my mother city terrell texas district city council seat i m m i a lol happy mother day
3070,0,zaidah can t listen music work probably could try start hunting new job monday
3071,1,bridgetsupple busy lovely time
3072,1,stevelensink thanks stephen appreciate
3073,1,test shooting later afternoon mention holland indie wine festival week tongue red
3074,0,feeling alone moment mh i m going leave now
3075,1,nick carter awww poor know u bless
3076,0,even bother anymore everyone makin feel like im waste space
3077,1,miraihl sound like great day enjoy
3078,1,thekrewe glad blast
3079,1,dbgrady lol great movie
3080,1,modofly omg lol fun tnx posting
3081,0,bigheadasian ahhh can t one will la vega weekend noctweetup
3082,0,crystaaale wtf kinda best friend i still met hubby depresses
3083,1,haha follow john mayer he s pretty funny guy want move l a much fun
3084,0,dinob ask mark still old blink sense humor miss
3085,0,flucio jerk can t go dammit frank suck bad
3086,1,alycemadden arent u famous already lol adoring fan fan would anything hehehe im no fan
3087,0,pampian want know tried ask p kia still reply change status away
3088,0,strongly agrees jason wolverine hugh jackman sorry kid mouse
3089,0,alice lucky girl work day tomorrow maybe even monday
3090,0,lovesick am give call go bowling complain love
3091,0,close entering pogue s book today quot world according twitter quot yet seem far
3092,1,it back pakistan http bkite com kbp
3093,0,wish grandmother taken u
3094,0,fever dont feel work
3095,0,nellagrl really good night missing little girl
3096,1,got nasty argument someone normally like much forgive well either
3097,0,well get call back oh well
3098,0,today going normal day hope group pilot large airline come last night much drink
3099,1,haha bored but happy mother day
3100,1,iamkeshia happy birthday keshia keshia bo beshia
3101,0,sum plz cheer
3102,1,retrorewind dave thanks playing happy birthday nkotb today bday lonely bday today
3103,0,darn supposed haiku formatting failed me
3104,1,work im ina good mood
3105,1,angee malennaa yes awesomee u follow ur love molly hahah u chat u here
3106,1,raining gng rain dance
3107,0,got three shot today can t lift arm
3108,0,mcdaydreamer some and best friend go school the others change school
3109,1,laying bed one spot smell like vanilla awesome
3110,1,downtown drinking celebrating cavs victory
3111,1,wah american chocolate cheese cake chweet mummy muaxxx
3112,0,dfizzy lucky week summer
3113,0,burned tongue
3114,1,capemaybooks alright want overdue now lol funny nite nite
3115,0,somebody installed vcenter server window x w sp sp compability matrix
3116,0,sidrajalil even asking others enjoying sadness missing like me
3117,0,nooooo raining had leave beach
3118,1,watchin tv happy mom day
3119,1,juliepilat great show
3120,0,saw favorite surprisingly way sad
3121,1,devyra hahahaha definitely still writing
3122,1,happy mother day mom there
3123,1,oh made evening forgot merlin tonight toss rove spielburg spielburg abc choice
3124,1,looking forward finale race next week missing castle girl though race fan welcome watch chez moi
3125,1,jennifalconer happy see something weekend flight conchords back bbc
3126,0,ouch head hurt
3127,0,ryandownie problem dude get better soon cold well bleh
3128,0,wanna go beach but study
3129,0,hey socialmediatv ugh way video gt blah pout social medium tv live gt http ustre am njv
3130,1,umm yeaa go like watch movie link com something like pretty good quality
3131,1,namaste hooray monday undaunted am wakeup consider am london feel justified bright side everything
3132,1,hereby proclaim officially summer awesome today stuck inside chilly office
3133,1,last song american reject amazing song
3134,1,finally im back online miss lappy many thing follow up starting ning haha
3135,0,sars really got down
3136,0,got full day work today can t wait tell get home beer tv time got make money get beer
3137,1,pandamayhem noooooooooooo look lot picture lol lol
3138,1,rvcreek ay buti pa kayo uy thank you
3139,1,enjoying view sg flyer
3140,0,o k feel like need cry can t believe less year ill walking across stage get high school diploma
3141,0,cold beach sucky
3142,1,swrightboucher hi susan read blog really good look forward tweet update
3143,0,madison that s get abandoning u miss you
3144,1,new follower pretty cool tweeps check em out
3145,0,angry sad happy excited hate mood change right immensely sad
3146,0,always one time always late wanna sleep miss mere
3147,1,crazy people sure
3148,1,emilyorshan hahaha bob marley one
3149,1,netmogul sound soooo good right mmmm malasadas leave today
3150,1,buongiorno woke italian lunch
3151,0,aonir trying convince janeylicious wait bit see up well want see
3152,0,waled past quad want outside fun
3153,1,happy juddday everybody
3154,0,daniellefecci quot you guy could fun cardboard box quot miss already bro
3155,1,lapix thanks ennio
3156,0,therealscarab better snicker bar hershey w almond use b addicted b miss lol
3157,0,lilayy here like know there s people worse life wish could go back change aspect life
3158,0,bank holiday uk raining typical uk bank holiday weather dry later get chainsaw tree
3159,0,chickwoman im riding high low mood now chore blow
3160,0,ugh talk someone really bored
3161,0,one bringing snack
3162,0,gorgeous day going work allll day gotta keep telling nyc
3163,1,penguinsnews go pen go gino win pen
3164,1,destroytoday hahah try
3165,1,wale am st week away wale idk guy school really like me
3166,1,watching one fav movie sparkle go get food later
3167,1,packing gym bag gym bit squee happiest whem go
3168,0,where s poss miss
3169,1,holy smoke star trek freaking awesomeeeee
3170,0,jeremybeguhn fun without meee going missss youu
3171,0,get hair cut morning looking forward spending weekend alone
3172,0,hernia hurting way usual tonight way able go out
3173,1,excited bout going nite bummed cuz im da designated driver drinking angie
3174,1,renegade last day today and well gone catch gutted closest came greenock kilmacolm
3175,1,crazytwism haha good
3176,1,macmuso thank much glad like them
3177,1,nerdwriter close trying them yummy
3178,0,last day off back work tomorrow
3179,0,helped save runaway dog want friend though
3180,1,foreverr almost happy mother s dayy yay
3181,0,woke morning line quot i made half pony half monkey monster please get feeling like quot
3182,0,always feel sickly wake up well got busy day ahead me yippeee
3183,0,asthma issue today bah
3184,1,ready go sleep hot room yey first time sleeping huge bed excited
3185,1,great time last night
3186,1,watching sex amp city brother soccer game totally defited purpose coming hehe
3187,1,happy mother day mommy
3188,0,still tired due late night work b early moro work bad time
3189,0,wide awake grouchy fuck
3190,1,ginchan aww thank honey didja get mommy daddy
3191,1,acummings ecstatic client deed lieu so monday take sign amp lockbox happy another satisfied client
3192,0,another friday night in man skint rubbish
3193,1,got home long day asda joy
3194,0,lost internet raid o
3195,1,today good little girl hollie bgt complete sympahty vote cute aidan davis l tweet x
3196,1,watching favorite tv show hulu com free
3197,0,sensualbodyrubs hope get car today hate anything stop work
3198,1,awsome salad recommend getting spicey buffalo chicken salad
3199,0,brodyjenner u watch hill london u realise tourture week week late watch itonlinelol
3200,0,applecharlotte unfair wanna go too
3201,1,skinnylaminx saw whole lot stuff africa joy casterbridge farm white river mpumalanga wa quite thrilled see ur stuff
3202,0,skinnermike told joke onstage butlins one person laughed scarred life
3203,0,im friend anyone anymore
3204,0,sweetpea here sad time
3205,1,amp amp the night continues w fav mazie kristina ericka amp amp robin
3206,1,ohmoss curing le hangover epic night bruised n battered hectic go karting session pretty satisfied thank much
3207,0,cry real tear
